

ITEM¹øÈ£	ITEM_NAME(K)	ITEM_TYPE	SUB_TYPE	SIZE	ANTI_FLAG	FLAG	ITEM_WEAR	IMMUNE	»óÁ¡ ÆÇ¸Å°¡	»óÁ¡¿¡¼­ »ì ¶§	REFINE	REFINESET	MAGIC_PCT	LIMIT_TYPE0	LIMIT_VALUE0	LIMIT_TYPE1	LIMIT_VALUE1	ADDON_TYPE0	ADDON_VALUE0	ADDON_TYPE1	ADDON_VALUE1	ADDON_TYPE2	ADDON_VALUE2	VALUE0	VALUE1	VALUE2	VALUE3	VALUE4	VALUE5	Specular	SOCKET	ATTU_ADDON
7110	¼ö¹Ì¼±+0	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON	NONE	140000	140000	7111	154	15	LEVEL	55	LIMIT_NONE	0	APPLY_ATT_SPEED	19	APPLY_NONE	0	APPLY_NONE	0	0	70	100	52	78	0	0	3	0
7111	¼ö¹Ì¼±+1	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON	NONE	140000	155000	7112	155	15	LEVEL	55	LIMIT_NONE	0	APPLY_ATT_SPEED	19	APPLY_NONE	0	APPLY_NONE	0	0	70	100	52	78	5	0	3	0
7112	¼ö¹Ì¼±+2	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON	NONE	140000	170000	7113	156	15	LEVEL	55	LIMIT_NONE	0	APPLY_ATT_SPEED	19	APPLY_NONE	0	APPLY_NONE	0	0	70	100	52	78	10	0	3	0
7113	¼ö¹Ì¼±+3	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON	NONE	140000	195000	7114	157	15	LEVEL	55	LIMIT_NONE	0	APPLY_ATT_SPEED	19	APPLY_NONE	0	APPLY_NONE	0	0	70	100	52	78	15	0	3	0
7114	¼ö¹Ì¼±+4	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON	NONE	140000	235000	7115	158	15	LEVEL	55	LIMIT_NONE	0	APPLY_ATT_SPEED	19	APPLY_NONE	0	APPLY_NONE	0	0	70	100	52	78	20	30	3	0
7115	¼ö¹Ì¼±+5	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON	NONE	140000	290000	7116	159	15	LEVEL	55	LIMIT_NONE	0	APPLY_ATT_SPEED	19	APPLY_NONE	0	APPLY_NONE	0	0	70	100	52	78	27	40	3	0
7116	¼ö¹Ì¼±+6	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON	NONE	140000	380000	7117	160	15	LEVEL	55	LIMIT_NONE	0	APPLY_ATT_SPEED	19	APPLY_NONE	0	APPLY_NONE	0	0	70	100	52	78	35	50	3	0
7117	¼ö¹Ì¼±+7	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON	NONE	140000	515000	7118	161	15	LEVEL	55	LIMIT_NONE	0	APPLY_ATT_SPEED	19	APPLY_NONE	0	APPLY_NONE	0	0	70	100	52	78	44	65	3	0
7118	¼ö¹Ì¼±+8	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON	NONE	140000	720000	7119	162	15	LEVEL	55	LIMIT_NONE	0	APPLY_ATT_SPEED	19	APPLY_NONE	0	APPLY_NONE	0	0	70	100	52	78	54	80	3	0
7119	¼ö¹Ì¼±+9	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON	NONE	140000	1075000	0	0	15	LEVEL	55	LIMIT_NONE	0	APPLY_ATT_SPEED	19	APPLY_NONE	0	APPLY_NONE	0	0	70	100	52	78	65	100	3	0
7120	Èæ¿°¼±+0	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON	NONE	180000	180000	7121	154	15	LEVEL	60	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	83	97	55	83	0	0	3	0
7121	Èæ¿°¼±+1	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON	NONE	180000	200000	7122	155	15	LEVEL	60	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	83	97	55	83	5	0	3	0
7122	Èæ¿°¼±+2	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON	NONE	180000	220000	7123	156	15	LEVEL	60	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	83	97	55	83	10	0	3	0
7123	Èæ¿°¼±+3	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON	NONE	180000	250000	7124	157	15	LEVEL	60	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	83	97	55	83	15	0	3	0
7124	Èæ¿°¼±+4	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON	NONE	180000	300000	7125	158	15	LEVEL	60	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	83	97	55	83	20	30	3	0
7125	Èæ¿°¼±+5	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON	NONE	180000	375000	7126	159	15	LEVEL	60	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	83	97	55	83	27	40	3	0
7126	Èæ¿°¼±+6	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON	NONE	180000	490000	7127	160	15	LEVEL	60	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	83	97	55	83	35	50	3	0
7127	Èæ¿°¼±+7	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON	NONE	180000	660000	7128	161	15	LEVEL	60	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	83	97	55	83	44	65	3	0
7128	Èæ¿°¼±+8	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON	NONE	180000	925000	7129	162	15	LEVEL	60	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	83	97	55	83	54	80	3	0
7129	Èæ¿°¼±+9	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON	NONE	180000	1385000	0	0	15	LEVEL	60	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	83	97	55	83	65	100	3	0
7130	ÃµÁ¶¼±+0	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	360000	7131	154	15	LEVEL	65	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	83	97	64	96	0	0	3	0
7131	ÃµÁ¶¼±+1	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	395000	7132	155	15	LEVEL	65	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	80	96	64	96	8	0	3	0
7132	ÃµÁ¶¼±+2	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	435000	7133	156	15	LEVEL	65	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	76	94	64	96	17	0	3	0
7133	ÃµÁ¶¼±+3	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	500000	7134	157	15	LEVEL	65	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	75	93	64	96	27	0	3	0
7134	ÃµÁ¶¼±+4	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	600000	7135	158	15	LEVEL	65	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	73	92	64	96	38	30	3	0
7135	ÃµÁ¶¼±+5	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	750000	7136	159	15	LEVEL	65	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	69	90	64	96	50	40	3	0
7136	ÃµÁ¶¼±+6	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	975000	7137	160	15	LEVEL	65	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	62	87	64	96	63	50	3	0
7137	ÃµÁ¶¼±+7	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	1320000	7138	161	15	LEVEL	65	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	52	81	64	96	77	65	3	0
7138	ÃµÁ¶¼±+8	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	1845000	7139	162	15	LEVEL	65	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	35	73	64	96	102	80	3	0
7139	ÃµÁ¶¼±+9	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	2770000	0	0	15	LEVEL	65	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	11	61	64	96	137	100	3	0
7140	Á¦¸¶¼±+0	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	360000	7141	154	15	LEVEL	65	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	95	115	69	91	0	0	3	0
7141	Á¦¸¶¼±+1	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	395000	7142	155	15	LEVEL	65	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	95	115	69	91	6	0	3	0
7142	Á¦¸¶¼±+2	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	435000	7143	156	15	LEVEL	65	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	95	115	69	91	13	0	3	0
7143	Á¦¸¶¼±+3	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	500000	7144	157	15	LEVEL	65	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	95	115	69	91	21	0	3	0
7144	Á¦¸¶¼±+4	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	600000	7145	158	15	LEVEL	65	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	95	115	69	91	30	30	3	0
7145	Á¦¸¶¼±+5	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	750000	7146	159	15	LEVEL	65	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	95	115	69	91	40	40	3	0
7146	Á¦¸¶¼±+6	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	975000	7147	160	15	LEVEL	65	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	95	115	69	91	51	50	3	0
7147	Á¦¸¶¼±+7	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	1320000	7148	161	15	LEVEL	65	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	95	115	69	91	63	65	3	0
7148	Á¦¸¶¼±+8	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	1845000	7149	162	15	LEVEL	65	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	95	115	69	91	76	80	3	0
7149	Á¦¸¶¼±+9	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	2770000	7190	501	15	LEVEL	65	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	95	115	69	91	90	100	3	0
7150	¹«¾Æ¼±+0	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON	NONE	30000	2225000	7151	154	5	LEVEL	70	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_CAST_SPEED	5	APPLY_NONE	0	0	95	115	69	91	0	0	3	0
7151	¹«¾Æ¼±+1	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON	NONE	30000	2300000	7152	155	5	LEVEL	70	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_CAST_SPEED	6	APPLY_NONE	0	0	95	115	69	91	6	0	3	0
7152	¹«¾Æ¼±+2	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON	NONE	30000	2675000	7153	156	5	LEVEL	70	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_CAST_SPEED	7	APPLY_NONE	0	0	95	115	69	91	13	0	3	0
7153	¹«¾Æ¼±+3	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON	NONE	30000	3500000	7154	157	5	LEVEL	70	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_CAST_SPEED	8	APPLY_NONE	0	0	95	115	69	91	21	0	3	0
7154	¹«¾Æ¼±+4	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON	NONE	30000	5500000	7155	158	5	LEVEL	70	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_CAST_SPEED	10	APPLY_NONE	0	0	95	115	69	91	30	30	3	0
7155	¹«¾Æ¼±+5	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON	NONE	30000	7000000	7156	159	5	LEVEL	70	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_CAST_SPEED	12	APPLY_NONE	0	0	95	115	69	91	40	40	3	0
7156	¹«¾Æ¼±+6	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_SELL	ITEM_TUNABLE	WEAR_WEAPON	NONE	30000	7600000	7157	160	5	LEVEL	70	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_CAST_SPEED	14	APPLY_NONE	0	0	95	115	69	91	51	50	3	0
7157	¹«¾Æ¼±+7	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_SELL	ITEM_TUNABLE	WEAR_WEAPON	NONE	30000	12250000	7158	161	5	LEVEL	70	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_CAST_SPEED	17	APPLY_NONE	0	0	95	115	69	91	63	65	3	0
7158	¹«¾Æ¼±+8	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_SELL	ITEM_TUNABLE	WEAR_WEAPON	NONE	30000	15000000	7159	162	5	LEVEL	70	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_CAST_SPEED	20	APPLY_NONE	0	0	95	115	69	91	76	80	3	0
7159	¹«¾Æ¼±+9	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_SELL	ITEM_TUNABLE	WEAR_WEAPON	NONE	30000	18750000	0	0	5	LEVEL	70	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_CAST_SPEED	25	APPLY_NONE	0	0	95	115	69	91	90	100	3	0
7160	ÃßÇ³¼±+0	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON	NONE	20000	30000	7161	352	15	LEVEL	30	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	45	76	43	55	0	0	2	-1
7161	ÃßÇ³¼±+1	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON	NONE	20000	33000	7162	353	15	LEVEL	30	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	45	76	43	55	6	0	2	-1
7162	ÃßÇ³¼±+2	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON	NONE	20000	36500	7163	354	15	LEVEL	30	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	45	76	43	55	11	0	2	-1
7163	ÃßÇ³¼±+3	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON	NONE	20000	41500	7164	355	15	LEVEL	30	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	45	76	43	55	17	0	2	-1
7164	ÃßÇ³¼±+4	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON	NONE	20000	50000	7165	356	15	LEVEL	30	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	45	76	43	55	22	30	2	-1
7165	ÃßÇ³¼±+5	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON	NONE	20000	62500	7166	357	15	LEVEL	30	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	45	76	43	55	30	40	2	-1
7166	ÃßÇ³¼±+6	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON	NONE	20000	81500	7167	358	15	LEVEL	30	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	45	76	43	55	38	50	2	-1
7167	ÃßÇ³¼±+7	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON	NONE	20000	110000	7168	359	15	LEVEL	30	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	45	76	43	55	48	65	2	-1
7168	ÃßÇ³¼±+8	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON	NONE	20000	154000	7169	360	15	LEVEL	30	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	45	76	43	55	58	80	2	-1
7169	ÃßÇ³¼±+9	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON	NONE	20000	231000	0	0	15	LEVEL	30	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	45	76	43	55	70	100	2	-1
7170	ÆÈ±¥¼±+0	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON	NONE	30000	30000	7171	154	5	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
7171	ÆÈ±¥¼±+1	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON	NONE	30000	30000	7172	155	5	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
7172	ÆÈ±¥¼±+2	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON	NONE	30000	30000	7173	156	5	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
7173	ÆÈ±¥¼±+3	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON	NONE	30000	30000	7174	157	5	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
7174	ÆÈ±¥¼±+4	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON	NONE	30000	30000	7175	158	5	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	30	0	0
7175	ÆÈ±¥¼±+5	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON	NONE	30000	30000	7176	159	5	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	40	0	0
7176	ÆÈ±¥¼±+6	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON	NONE	30000	30000	7177	160	5	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	50	0	0
7177	ÆÈ±¥¼±+7	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON	NONE	30000	30000	7178	161	5	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	65	0	0
7178	ÆÈ±¥¼±+8	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON	NONE	30000	30000	7179	162	5	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	80	0	0
7179	ÆÈ±¥¼±+9	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON	NONE	30000	30000	8008	0	5	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	100	0	0
7180	¿Í·æ¼±+0	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_WEAPON	NONE	30000	30000	7181	154	5	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
